Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Detectability,Detectability of Rare Mussels,Detectability of Medium-Rare Mussels,Detectability of Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number TRSs,Number Quadrats Per TRS,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Sum of Quadrats per Surveyor,Mussels detected by Surveyor 1,Mussels detected by Surveyor 2,Mussels detected by Surveyor 3,Estimated Density,Sample CV,Mussels Per Person Hour,HH metric,HH Variance,Density Metric
4593,0.5,QTS,0.1,50,8,7,35,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.095,0,0,0,0,0,TRUE,2,0,197,9,2,0,7,4,1,0,3,2.009375,237,0,4,0,0,NA,1.99066874,0,0,1.99066874
4586,0.5,QTS,0.1,50,10,5,35,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.215,0,0,0,0,0,TRUE,2,0,200,13,3,1,9,5,1,0,4,2.00625,237,3,2,0,0,NA,2.492211838,0,0,2.492211838
4604,0.5,QTS,1,500,62,65,373,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.91,0,0,0,0,0,TRUE,2,0,213,84,7,16,61,26,3,5,18,2.0075,235,13,11,2,0,NA,12.95143213,0,0,12.95143213
4605,0.5,QTS,1,500,62,80,358,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.326,0,0,0,0,0,TRUE,2,0,208,109,16,17,76,40,7,8,25,2.00375,234,16,15,9,0,NA,19.96257018,0,0,19.96257018
4602,0.5,QTS,1,500,48,76,376,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.206,0,0,0,0,0,TRUE,2,0,202,14,0,1,13,6,0,1,5,2.005,237,1,0,5,0,NA,2.992518703,0,0,2.992518703
4606,0.5,QTS,1,500,48,84,368,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.918,0,0,0,0,0,TRUE,2,0,204,70,2,12,56,24,2,3,19,2.0075,235,6,7,11,0,NA,11.95516812,0,0,11.95516812
4609,0.5,QTS,1,500,50,76,374,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.998,0,0,0,0,0,TRUE,2,0,206,6,0,1,5,1,0,0,1,2.00625,235,0,0,1,0,NA,0.498442368,0,0,0.498442368
4601,0.5,QTS,1,500,52,79,369,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.362,0,0,0,0,0,TRUE,2,0,205,24,2,4,18,9,0,2,7,2.01,236,0,3,6,0,NA,4.47761194,0,0,4.47761194
4614,0.5,QTS,1,500,44,84,372,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.722,0,0,0,0,0,TRUE,2,0,191,99,10,16,73,37,4,7,26,2.004375,236,16,19,2,0,NA,18.45961958,0,0,18.45961958
4594,0.5,QTS,0.1,50,6,7,37,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.095,0,0,0,0,0,TRUE,2,0,190,3,1,0,2,2,1,0,1,2,234,0,1,1,0,NA,1,0,0,1
4615,0.5,QTS,1,500,43,85,372,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.862,0,0,0,0,0,TRUE,2,0,206,45,7,7,31,13,3,0,10,2.01375,238,1,7,5,0,NA,6.455617629,0,0,6.455617629
4613,0.5,QTS,1,500,51,71,378,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.93,0,0,0,0,0,TRUE,2,0,199,74,9,8,57,27,5,3,19,2.0025,235,8,9,10,0,NA,13.48314607,0,0,13.48314607
4611,0.5,QTS,1,500,56,74,370,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.254,0,0,0,0,0,TRUE,2,0,215,29,1,4,24,10,0,3,7,2.0025,235,6,1,3,0,NA,4.993757803,0,0,4.993757803
4617,0.5,QTS,1,500,57,71,372,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.418,0,0,0,0,0,TRUE,2,0,207,80,3,11,66,30,1,2,27,2.010625,236,14,2,14,0,NA,14.9207336,0,0,14.9207336
4618,0.5,QTS,1,500,54,82,364,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,3.622,0,0,0,0,0,TRUE,2,0,203,16,1,4,11,8,1,3,4,2.0025,235,4,2,2,0,NA,3.995006242,0,0,3.995006242
4616,0.5,QTS,1,500,55,70,375,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.514,0,0,0,0,0,TRUE,2,0,214,28,0,5,23,8,0,2,6,2.0075,236,0,3,5,0,NA,3.98505604,0,0,3.98505604
4620,0.5,QTS,1,500,53,72,375,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.242,0,0,0,0,0,TRUE,2,0,193,91,12,14,65,33,5,5,23,2.005625,236,11,7,15,0,NA,16.4537239,0,0,16.4537239
4621,0.5,QTS,1,500,49,81,370,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.842,0,0,0,0,0,TRUE,2,0,202,64,4,11,49,27,2,4,21,2.024375,237,11,12,4,0,NA,13.33744983,0,0,13.33744983
4623,0.5,QTS,1,500,54,94,352,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.358,0,0,0,0,0,TRUE,2,0,205,87,10,15,62,31,3,6,22,2.02,238,7,4,20,0,NA,15.34653465,0,0,15.34653465
4603,0.5,QTS,1,500,62,73,365,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.81,0,0,0,0,0,TRUE,2,0,203,58,8,9,41,16,2,3,11,2.0075,236,5,1,10,0,NA,7.97011208,0,0,7.97011208
4622,0.5,QTS,1,500,42,76,382,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.21,0,0,0,0,0,TRUE,2,0,205,41,3,8,30,15,2,4,9,2.0175,238,9,2,4,0,NA,7.434944238,0,0,7.434944238
4627,0.5,QTS,1,500,50,78,372,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.082,0,0,0,0,0,TRUE,2,0,208,71,7,7,57,19,2,0,17,2.024375,239,4,12,3,0,NA,9.385612843,0,0,9.385612843
4607,0.5,QTS,1,500,58,81,361,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.77,0,0,0,0,0,TRUE,2,0,200,56,5,9,42,13,1,1,11,2.00125,235,6,2,5,0,NA,6.495940037,0,0,6.495940037
4628,0.5,QTS,1,500,52,79,369,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.11,0,0,0,0,0,TRUE,2,0,201,49,1,12,36,17,0,2,15,2.015625,236,6,3,8,0,NA,8.434108527,0,0,8.434108527
4626,0.5,QTS,1,500,41,65,394,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.986,0,0,0,0,0,TRUE,2,0,208,114,18,9,87,39,3,3,33,2.01375,237,18,20,1,0,NA,19.36685289,0,0,19.36685289
4610,0.5,QTS,1,500,47,69,384,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.01,0,0,0,0,0,TRUE,2,0,213,30,2,5,23,7,1,2,4,2.01125,237,5,2,0,0,NA,3.480422623,0,0,3.480422623
4630,0.5,QTS,1,500,43,65,392,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.99,0,0,0,0,0,TRUE,2,0,218,85,4,11,70,34,2,6,26,2.011875,237,14,16,4,0,NA,16.89965828,0,0,16.89965828
4631,0.5,QTS,1,500,56,68,376,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.206,0,0,0,0,0,TRUE,2,0,208,43,11,3,29,12,5,0,7,2.006875,237,2,1,9,0,NA,5.979445656,0,0,5.979445656
4633,0.5,QTS,1,500,45,72,383,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.198,0,0,0,0,0,TRUE,2,0,217,86,4,15,67,28,2,4,22,2.005625,237,6,11,11,0,NA,13.96073543,0,0,13.96073543
4632,0.5,QTS,1,500,54,78,368,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.942,0,0,0,0,0,TRUE,2,0,214,98,6,23,69,27,4,9,14,2.010625,236,14,8,5,0,NA,13.42866024,0,0,13.42866024
4634,0.5,QTS,1,500,53,75,372,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,3.022,0,0,0,0,0,TRUE,2,0,211,65,7,5,53,17,1,1,15,2.01375,236,11,6,0,0,NA,8.441961515,0,0,8.441961515
4624,0.5,QTS,1,500,50,82,368,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.174,0,0,0,0,0,TRUE,2,0,203,77,9,14,54,26,0,4,22,2.001875,235,10,11,5,0,NA,12.98782392,0,0,12.98782392
4596,0.5,QTS,0.1,50,3,6,41,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.055,0,0,0,0,0,TRUE,2,0,206,9,1,1,7,3,1,0,2,2.000625,235,1,1,1,0,NA,1.499531396,0,0,1.499531396
4636,0.5,QTS,1,500,54,86,360,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.774,0,0,0,0,0,TRUE,2,0,199,94,12,15,67,39,5,5,29,2.015,237,7,12,20,0,NA,19.35483871,0,0,19.35483871
4640,0.5,QTS,1,500,44,77,379,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.014,0,0,0,0,0,TRUE,2,0,215,89,7,16,66,34,3,7,24,2.0225,239,14,8,12,0,NA,16.81087763,0,0,16.81087763
4635,0.5,QTS,1,500,41,88,371,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.726,0,0,0,0,0,TRUE,2,0,198,66,9,10,47,26,3,3,20,2.01125,236,4,8,14,0,NA,12.92728403,0,0,12.92728403
4639,0.5,QTS,1,500,44,81,375,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.134,0,0,0,0,0,TRUE,2,0,206,42,3,10,29,14,1,3,10,2.00375,235,3,1,10,0,NA,6.986899563,0,0,6.986899563
4612,0.5,QTS,1,500,57,72,371,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.17,0,0,0,0,0,TRUE,2,0,223,73,8,9,56,27,3,1,23,2.006875,237,12,2,13,0,NA,13.45375273,0,0,13.45375273
4643,0.5,QTS,1,500,61,68,371,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.094,0,0,0,0,0,TRUE,2,0,212,65,5,9,51,20,2,5,13,2.0025,235,9,9,2,0,NA,9.987515605,0,0,9.987515605
4641,0.5,QTS,1,500,49,84,367,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.806,0,0,0,0,0,TRUE,2,0,215,60,7,9,44,21,2,2,17,2.00125,235,2,0,19,0,NA,10.4934416,0,0,10.4934416
4645,0.5,QTS,1,500,46,62,392,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.902,0,0,0,0,0,TRUE,2,0,221,54,2,7,45,23,2,4,17,2.005,237,5,5,13,0,NA,11.4713217,0,0,11.4713217
4642,0.5,QTS,1,500,50,83,367,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.502,0,0,0,0,0,TRUE,2,0,198,75,8,11,56,25,3,3,19,2.01375,237,6,19,0,0,NA,12.41464929,0,0,12.41464929
4647,0.5,QTS,1,500,52,73,375,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.838,0,0,0,0,0,TRUE,2,0,193,43,3,3,37,16,1,1,14,2.0075,235,8,6,2,0,NA,7.97011208,0,0,7.97011208
4649,0.5,QTS,1,500,53,58,389,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.554,0,0,0,0,0,TRUE,2,0,209,123,15,13,95,45,6,5,34,2.0225,239,11,27,7,0,NA,22.24969098,0,0,22.24969098
4648,0.5,QTS,1,500,52,76,372,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.266,0,0,0,0,0,TRUE,2,0,211,58,10,7,41,13,4,2,7,2.005,237,0,11,2,0,NA,6.483790524,0,0,6.483790524
4625,0.5,QTS,1,500,59,68,373,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.018,0,0,0,0,0,TRUE,2,0,204,83,8,16,59,32,2,7,23,2.01875,238,5,17,10,0,NA,15.85139319,0,0,15.85139319
4638,0.5,QTS,1,500,46,72,382,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.022,0,0,0,0,0,TRUE,2,0,198,82,6,10,66,30,4,3,23,2,235,9,9,12,0,NA,15,0,0,15
4629,0.5,QTS,1,500,50,76,374,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.238,0,0,0,0,0,TRUE,2,0,210,83,10,13,60,32,2,7,23,2.006875,237,9,19,4,0,NA,15.94518841,0,0,15.94518841
4646,0.5,QTS,1,500,47,67,386,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.938,0,0,0,0,0,TRUE,2,0,211,49,5,6,38,16,2,1,13,2.000625,236,9,1,6,0,NA,7.997500781,0,0,7.997500781
4651,0.5,QTS,1,500,50,66,384,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.822,0,0,0,0,0,TRUE,2,0,193,60,9,5,46,24,3,3,18,2.001875,235,6,14,4,0,NA,11.98876054,0,0,11.98876054
4650,0.5,QTS,1,500,51,88,361,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.53,0,0,0,0,0,TRUE,2,0,190,85,10,14,61,33,3,9,21,2.02125,238,10,2,21,0,NA,16.32653061,0,0,16.32653061
4608,0.5,QTS,1,500,61,83,356,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.326,0,0,0,0,0,TRUE,2,0,196,91,10,20,61,34,4,7,23,2.003125,236,9,11,14,0,NA,16.97347894,0,0,16.97347894
4653,0.5,QTS,1,500,47,83,370,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.798,0,0,0,0,0,TRUE,2,0,202,92,10,20,62,30,1,6,23,2.001875,235,16,8,6,0,NA,14.98595067,0,0,14.98595067
4656,0.5,QTS,1,500,36,72,392,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,3.51,0,0,0,0,0,TRUE,2,0,209,74,8,7,59,22,3,1,18,2.0075,237,7,8,7,0,NA,10.95890411,0,0,10.95890411
4657,0.5,QTS,1,500,52,83,365,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.874,0,0,0,0,0,TRUE,2,0,204,76,5,13,58,31,2,5,24,2.013125,237,6,7,18,0,NA,15.39894443,0,0,15.39894443
4658,0.5,QTS,1,500,52,71,377,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.75,0,0,0,0,0,TRUE,2,0,202,73,9,13,51,24,4,4,16,2.0125,237,9,7,8,0,NA,11.92546584,0,0,11.92546584
4655,0.5,QTS,1,500,49,71,380,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.066,0,0,0,0,0,TRUE,2,0,203,62,8,6,48,26,3,3,20,2.0225,239,7,6,13,0,NA,12.85537701,0,0,12.85537701
4660,0.5,QTS,1,500,43,73,384,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.586,0,0,0,0,0,TRUE,2,0,210,52,3,6,43,21,2,2,17,2.001875,235,18,1,2,0,NA,10.49016547,0,0,10.49016547
4661,0.5,QTS,1,500,31,72,397,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.046,0,0,0,0,0,TRUE,2,0,208,84,4,12,68,23,0,4,19,2.013125,237,8,5,10,0,NA,11.42502328,0,0,11.42502328
4662,0.5,QTS,1,500,37,76,387,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.026,0,0,0,0,0,TRUE,2,0,203,86,10,17,59,35,5,4,26,2.024375,237,15,5,15,0,NA,17.28928682,0,0,17.28928682
4644,0.5,QTS,1,500,60,80,360,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.282,0,0,0,0,0,TRUE,2,0,210,74,9,12,53,33,4,4,25,2.01625,236,8,0,25,0,NA,16.36701798,0,0,16.36701798
4666,0.5,QTS,1,500,37,87,376,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.978,0,0,0,0,0,TRUE,2,0,187,77,8,10,59,30,4,4,22,2.005,236,20,2,8,0,NA,14.96259352,0,0,14.96259352
4654,0.5,QTS,1,500,47,80,373,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.506,0,0,0,0,0,TRUE,2,0,213,27,2,9,16,9,1,5,3,2.015,238,1,8,0,0,NA,4.466501241,0,0,4.466501241
4669,0.5,QTS,1,500,46,96,358,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.63,0,0,0,0,0,TRUE,2,0,199,157,15,31,111,65,8,13,44,2.024375,239,20,21,24,0,NA,32.10867552,0,0,32.10867552
4672,0.5,QTS,1,500,48,76,376,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.558,0,0,0,0,0,TRUE,2,0,196,58,5,11,42,19,1,2,16,2.00625,236,8,10,1,0,NA,9.470404984,0,0,9.470404984
4671,0.5,QTS,1,500,41,81,378,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.754,0,0,0,0,0,TRUE,2,0,205,50,6,7,37,14,1,4,9,2.02375,238,7,5,2,0,NA,6.917850525,0,0,6.917850525
4664,0.5,QTS,1,500,43,67,390,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.814,0,0,0,0,0,TRUE,2,0,208,90,7,7,76,32,3,2,27,2.010625,237,23,8,1,0,NA,15.91544918,0,0,15.91544918
4674,0.5,QTS,1,500,57,77,366,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.362,0,0,0,0,0,TRUE,2,0,208,90,17,10,63,27,2,2,23,2.0075,237,7,10,10,0,NA,13.44956413,0,0,13.44956413
4659,0.5,QTS,1,500,44,74,382,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.478,0,0,0,0,0,TRUE,2,0,207,85,7,12,66,25,2,6,17,2.00125,235,20,3,2,0,NA,12.49219238,0,0,12.49219238
4663,0.5,QTS,1,500,53,77,370,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.914,0,0,0,0,0,TRUE,2,0,209,30,3,3,24,9,1,2,6,2.011875,236,5,1,3,0,NA,4.473438956,0,0,4.473438956
4676,0.5,QTS,1,500,60,68,372,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.57,0,0,0,0,0,TRUE,2,0,196,46,6,4,36,15,2,1,12,2.01625,237,2,6,7,0,NA,7.439553627,0,0,7.439553627
4668,0.5,QTS,1,500,40,84,376,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.958,0,0,0,0,0,TRUE,2,0,195,82,6,17,59,24,1,9,14,2.014375,237,12,10,2,0,NA,11.9143655,0,0,11.9143655
4652,0.5,QTS,1,500,58,74,368,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.994,0,0,0,0,0,TRUE,2,0,180,90,10,10,70,33,4,2,27,2.010625,236,10,6,17,0,NA,16.41280696,0,0,16.41280696
4675,0.5,QTS,1,500,53,74,373,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.162,0,0,0,0,0,TRUE,2,0,209,25,0,3,22,9,0,1,8,2.0075,237,1,0,8,0,NA,4.483188045,0,0,4.483188045
4677,0.5,QTS,1,500,56,84,360,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.382,0,0,0,0,0,TRUE,2,0,216,52,4,9,39,12,2,1,9,2.014375,238,2,10,0,0,NA,5.957182749,0,0,5.957182749
4683,0.5,QTS,1,500,49,83,368,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,3.326,0,0,0,0,0,TRUE,2,0,210,137,13,23,101,55,1,11,43,2.003125,236,27,4,24,0,NA,27.45709828,0,0,27.45709828
4680,0.5,QTS,1,500,48,78,374,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.33,0,0,0,0,0,TRUE,2,0,220,68,4,7,57,27,1,3,23,2.0125,238,3,9,15,0,NA,13.41614907,0,0,13.41614907
4678,0.5,QTS,1,500,55,87,358,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.782,0,0,0,0,0,TRUE,2,0,216,93,10,17,66,31,3,6,22,2.0025,237,3,7,21,0,NA,15.48064919,0,0,15.48064919
4673,0.5,QTS,1,500,51,55,394,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.214,0,0,0,0,0,TRUE,2,0,196,25,2,4,19,10,1,3,6,2.015,238,0,5,5,0,NA,4.962779156,0,0,4.962779156
4667,0.5,QTS,1,500,44,81,375,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.382,0,0,0,0,0,TRUE,2,0,208,50,1,5,44,9,0,0,9,2.0025,235,5,3,1,0,NA,4.494382022,0,0,4.494382022
4685,0.5,QTS,1,500,39,87,374,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.55,0,0,0,0,0,TRUE,2,0,213,70,4,12,54,29,3,2,24,2.01875,238,14,6,9,0,NA,14.36532508,0,0,14.36532508
4679,0.5,QTS,1,500,42,84,374,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.326,0,0,0,0,0,TRUE,2,0,206,99,10,12,77,33,3,3,27,2.009375,237,13,5,15,0,NA,16.42301711,0,0,16.42301711
4687,0.5,QTS,1,500,48,71,381,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.014,0,0,0,0,0,TRUE,2,0,211,106,9,16,81,43,6,5,32,2.015,235,6,14,23,0,NA,21.33995037,0,0,21.33995037
4689,0.5,QTS,1,500,50,73,377,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.086,0,0,0,0,0,TRUE,2,0,201,82,6,15,61,29,2,5,22,2.02125,237,7,13,9,0,NA,14.3475572,0,0,14.3475572
4688,0.5,QTS,1,500,59,78,363,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.17,0,0,0,0,0,TRUE,2,0,202,143,21,19,103,53,8,8,37,2.0225,239,2,19,32,0,NA,26.20519159,0,0,26.20519159
4682,0.5,QTS,1,500,55,82,363,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.294,0,0,0,0,0,TRUE,2,0,210,89,6,17,66,25,1,5,19,2.0125,237,14,8,3,0,NA,12.42236025,0,0,12.42236025
4690,0.5,QTS,1,500,37,75,388,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.022,0,0,0,0,0,TRUE,2,0,206,120,12,18,90,38,3,8,27,2.013125,237,20,10,8,0,NA,18.87612543,0,0,18.87612543
4670,0.5,QTS,1,500,52,69,379,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,4.822,0,0,0,0,0,TRUE,2,0,193,48,5,7,36,19,0,2,17,2.010625,236,5,0,14,0,NA,9.449797948,0,0,9.449797948
4686,0.5,QTS,1,500,52,65,383,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,3.11,0,0,0,0,0,TRUE,2,0,194,111,10,11,90,47,4,1,42,2.005,235,25,2,20,0,NA,23.44139651,0,0,23.44139651
4684,0.5,QTS,1,500,64,61,375,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.714,0,0,0,0,0,TRUE,2,0,206,89,15,7,67,23,3,2,18,2.019375,238,11,0,12,0,NA,11.38966264,0,0,11.38966264
4681,0.5,QTS,1,500,48,76,376,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.026,0,0,0,0,0,TRUE,2,0,201,34,1,5,28,16,0,3,13,2.000625,234,6,0,10,0,NA,7.997500781,0,0,7.997500781
4695,0.5,QTS,1,500,58,67,375,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.65,0,0,0,0,0,TRUE,2,0,204,80,6,12,62,27,2,3,22,2.01,236,12,2,13,0,NA,13.43283582,0,0,13.43283582
4693,0.5,QTS,1,500,55,83,362,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.61,0,0,0,0,0,TRUE,2,0,214,50,3,10,37,22,1,5,16,2.011875,236,9,3,10,0,NA,10.935073,0,0,10.935073
4637,0.5,QTS,1,500,32,84,384,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.346,0,0,0,0,0,TRUE,2,0,220,94,8,14,72,36,3,7,26,2.005,236,1,18,17,0,NA,17.95511222,0,0,17.95511222
4691,0.5,QTS,1,500,42,76,382,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.13,0,0,0,0,0,TRUE,2,0,211,64,5,11,48,20,2,2,16,2.011875,237,13,4,3,0,NA,9.940975458,0,0,9.940975458
4692,0.5,QTS,1,500,43,67,390,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.81,0,0,0,0,0,TRUE,2,0,198,68,3,10,55,24,0,2,22,2.024375,238,17,5,2,0,NA,11.85551096,0,0,11.85551096
4696,0.5,QTS,1,500,46,73,381,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.286,0,0,0,0,0,TRUE,2,0,199,59,8,12,39,23,4,5,14,2.000625,234,6,3,14,0,NA,11.49640737,0,0,11.49640737
4697,0.5,QTS,1,500,54,70,376,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.75,0,0,0,0,0,TRUE,2,0,209,67,9,5,53,20,3,1,16,2.004375,235,2,2,16,0,NA,9.978172747,0,0,9.978172747
4699,0.5,QTS,1,500,50,77,373,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.01,0,0,0,0,0,TRUE,2,0,198,79,8,16,55,25,3,5,17,2.00125,235,5,8,12,0,NA,12.49219238,0,0,12.49219238
4700,0.5,QTS,1,500,50,79,371,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.286,0,0,0,0,0,TRUE,2,0,208,45,2,9,34,14,1,4,9,2.005,237,1,5,8,0,NA,6.982543641,0,0,6.982543641
4698,0.5,QTS,1,500,51,80,369,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.886,0,0,0,0,0,TRUE,2,0,205,57,7,8,42,16,2,2,12,2.00125,234,4,3,9,0,NA,7.995003123,0,0,7.995003123
4694,0.5,QTS,1,500,48,71,381,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,1.922,0,0,0,0,0,TRUE,2,0,204,51,7,4,40,15,2,0,13,2.02,238,1,13,1,0,NA,7.425742574,0,0,7.425742574
4619,0.5,QTS,1,500,50,65,385,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,3.046,0,0,0,0,0,TRUE,2,0,209,45,7,7,31,16,2,4,10,2.000625,235,0,11,5,0,NA,7.997500781,0,0,7.997500781
4665,0.5,QTS,1,500,35,73,392,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,2.13,0,0,0,0,0,TRUE,2,0,205,73,3,13,57,31,2,4,25,2.008125,237,16,4,11,0,NA,15.43728603,0,0,15.43728603
4703,0.5,QTS,7,3500,350,506,2644,0.3,0.3,0.3,0.3,Clumped Poisson,5,3,Ran,9.33,0,0,0,0,0,TRUE,2,0,202,207,21,32,154,79,10,10,59,2.015625,237,42,21,16,0,NA,39.19379845,0,0,39.19379845
